DisplayName,Types,Latitude,Longitude,Rating,UserRatingCount,FormattedAddress,WebsiteUri,InternationalPhoneNumber,PriceLevel,EditorialSummary,OpenNow,WeekdayDescriptions
Carrefour Market,"['supermarket', 'market', 'grocery_store', 'bakery', 'home_goods_store', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",48.853564999999996,2.3371147,4.0,2027.0,"79 Rue de Seine, 75006 Paris, France",https://www.carrefour.fr/magasin/market-paris-seine,+33 1 43 25 65 03,,,True,"['Monday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20091:00\u202fPM, 1:15\u2009–\u20099:00\u202fPM']"
BO&MIE - Saint Michel,"['bakery', 'sandwich_shop', 'coffee_shop', 'cafe', 'tea_house', 'wholesaler', 'dessert_shop', 'confectionery', 'food_store', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8524002,2.3439942,4.6,5215.0,"5 Bd Saint-Michel, 75005 Paris, France",https://www.boetmie.com/,+33 1 43 54 72 65,PRICE_LEVEL_MODERATE,,True,"['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']"
Baguett's Café,"['brunch_restaurant', 'cafe', 'bakery', 'tea_house', 'dessert_shop', 'confectionery', 'food_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8652825,2.3365245999999997,4.7,4392.0,"33 Rue de Richelieu, 75001 Paris, France",,,PRICE_LEVEL_MODERATE,"Pastries & organic breakfast eggs, plus toasted sandwiches, in a cool cafe with exposed stone walls.",True,"['Monday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20096:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20096:00\u202fPM']"
Aki Boulangerie,"['bakery', 'dessert_shop', 'confectionery', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",48.866109099999996,2.335559,4.5,3960.0,"16 Rue Sainte-Anne, 75001 Paris, France",https://www.akiparis.fr/,,PRICE_LEVEL_MODERATE,Casual corner spot for classic Japanese bakery items including melon bread & matcha tea cookies.,True,"['Monday: 7:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:30\u202fPM', 'Sunday: Closed']"
Café Kitsuné Louvre,"['coffee_shop', 'brunch_restaurant', 'dog_cafe', 'ice_cream_shop', 'cafe', 'bakery', 'wholesaler', 'dessert_shop', 'confectionery', 'food_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8640368,2.3357595,3.8,1494.0,"2 Pl. André Malraux, 75001 Paris, France",https://maisonkitsune.com/fr/cafe-kitsune/online-shop.html,+33 1 40 15 99 65,,,True,"['Monday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20097:00\u202fPM']"
Copains,"['bakery', 'coffee_shop', 'cafe', 'food_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8648592,2.3459944999999998,4.2,1577.0,"60 Rue Tiquetonne, 75002 Paris, France",http://www.copains-paris.com/,+33 6 10 97 98 17,,,True,"['Monday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u20098:00\u202fPM']"
Carré Pain de Mie,"['bakery', 'sandwich_shop', 'food_store', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8601927,2.3563106000000005,4.3,1607.0,"5 Rue Rambuteau, 75004 Paris, France",http://www.carrepaindemie.com/,+33 1 44 54 92 73,PRICE_LEVEL_MODERATE,"Contemporary bakery making soft-crust bread, plus toast & sandwiches, from Japanese flour.",True,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']"
The French Bastards,"['bakery', 'sandwich_shop', 'cafe', 'dessert_shop', 'confectionery', 'food_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8656629,2.3504121,4.6,1746.0,"181 Rue St Denis, 75002 Paris, France",http://www.thefrenchbastards.fr/,,,,True,"['Monday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20096:00\u202fPM']"
Café Kitsuné Palais Royal,"['cafe', 'garden', 'coffee_shop', 'ice_cream_shop', 'park', 'bakery', 'wholesaler', 'dessert_shop', 'confectionery', 'food_store', 'food', 'point_of_interest', 'store', 'establishment']",48.8655731,2.3372512,4.0,1394.0,"51 Gal de Montpensier, 75001 Paris, France",https://maisonkitsune.com/mk/find-a-store/cafe-kitsune-palais-royal/,+33 1 40 15 62 31,PRICE_LEVEL_MODERATE,,True,"['Monday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 9:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 9:30\u202fAM\u2009–\u20097:00\u202fPM']"
Nèulo,"['ice_cream_shop', 'grocery_store', 'bakery', 'tea_house', 'dessert_shop', 'confectionery', 'food_store', 'fast_food_restaurant', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",48.8588096,2.3545275,3.9,595.0,"46 Rue Sainte-Croix de la Bretonnerie, 75004 Paris, France",https://www.neulo.fr/,+33 9 87 32 46 94,,,True,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 12:00\u2009–\u20097:00\u202fPM', 'Friday: 12:00\u2009–\u20097:00\u202fPM', 'Saturday: 12:00\u2009–\u20097:00\u202fPM', 'Sunday: 12:00\u2009–\u20097:00\u202fPM']"
Shakespeare and Company,"['book_store', 'tourist_attraction', 'store', 'point_of_interest', 'establishment']",48.8525632,2.3471303,4.6,23308.0,"37 Rue de la Bûcherie, 75005 Paris, France",https://www.shakespeareandcompany.com/,+33 1 43 25 40 93,,"Iconic, English-language bookstore stocking new & used titles in bohemian surrounds since 1951.",True,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 12:00\u2009–\u20097:00\u202fPM']"
Arab World Institute,"['cultural_center', 'library', 'book_store', 'tourist_attraction', 'movie_theater', 'event_venue', 'museum', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.848925699999995,2.3572313,4.2,2313.0,"1 Rue des Fossés Saint-Bernard, 75005 Paris, France",http://www.imarabe.org/,+33 1 40 51 38 38,,"Striking, 10-story building with latticed windows, housing Islamic cultural exhibitions, plus cafe.",True,"['Monday: Closed', 'Tuesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20096:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20097:00\u202fPM']"
Fnac,"['department_store', 'cell_phone_store', 'electronics_store', 'book_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",48.8458344,2.3254321,4.1,17112.0,"136 Rue de Rennes, 75006 Paris, France",https://www.fnac.com/Paris-Montparnasse/Fnac-Montparnasse/cl45/w-4?utm_source=gmb,,,,True,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']"
Galerie Vivienne,"['shopping_mall', 'historical_landmark', 'book_store', 'historical_place', 'tourist_attraction', 'art_gallery', 'home_goods_store', 'clothing_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8663533,2.3394854,4.5,5563.0,"4 Rue des Petits Champs, 75002 Paris, France",http://www.galerie-vivienne.com/,,,Covered mall built in 1823 to plans by architect François-Jean Delanno & now housing luxury shops.,True,"['Monday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20098:00\u202fPM']"
FNAC Paris - Forum des Halles,"['department_store', 'cell_phone_store', 'electronics_store', 'book_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",48.8617672,2.3465070999999997,3.9,18527.0,"1-7, rue Pierre Lescot, Portes Berger, Galerie commerciale, Lescot, 75001 Paris, France",https://www.fnac.com/Paris-Forum-des-Halles/Fnac-Forum-des-Halles/cl74/w-4?utm_source=gmb,+33 825 02 00 20,,,True,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']"
Gibert,"['book_store', 'store', 'point_of_interest', 'establishment']",48.8505867,2.3425186,4.5,8776.0,"26 Bd Saint-Michel, 75006 Paris, France",https://www.gibert.com/stores/paris-vi-gibert-joseph-librairie,+33 1 44 41 88 88,,"General bookstore offering new & used books, mangas, comics & vinyls, depending on the store.",True,"['Monday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: Closed']"
Hermès,"['book_store', 'cafe', 'store', 'food', 'point_of_interest', 'establishment']",48.851562099999995,2.3276854,4.2,2570.0,"17 Rue de Sèvres, 75006 Paris, France",http://www.hermes.com/,+33 1 42 22 80 83,,"High-end retailer carrying the luxury brand's apparel, handbags, scarves & other accessories.",True,"['Monday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
Lucernaire,"['performing_arts_theater', 'book_store', 'movie_theater', 'event_venue', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.844246999999996,2.330402,4.5,868.0,"53 Rue Notre Dame des Champs, 75006 Paris, France",http://www.lucernaire.fr/,+33 1 45 44 57 34,,"Arthouse venue with a unique line-up of theater, cinema & photography events, plus on-site dining.",True,"['Monday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']"
Fnac,"['book_store', 'store', 'point_of_interest', 'establishment']",48.861303299999996,2.3473482999999997,3.1,230.0,"Les Halles, 75001 Paris, France",https://www.fnac.com/Paris-Gare-Chatelet/Fnac-Paris-Gare-Chatelet/cl503/w-4,,,,True,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']"
OFR Bookshop,"['book_store', 'store', 'point_of_interest', 'establishment']",48.8657841,2.3613284,3.7,818.0,"20 Rue Dupetit-Thouars, 75003 Paris, France",http://instagram.com/ofrparis,,,"Indie bookstore with a focus on design, art & photography titles, plus gifts & a small art gallery.",True,"['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']"
Fnac,"['department_store', 'cell_phone_store', 'electronics_store', 'book_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",48.840775,2.3209177,3.8,2301.0,"17 Bd de Vaugirard, 75015 Paris, France",https://www.fnac.com/Paris-Gare-Montparnasse/Fnac-Paris-Gare-Montparnasse/cl227/w-4?utm_source=gmb,+33 825 02 00 20,,,True,"['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 7:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20098:00\u202fPM']"
Librairie Galignani,"['book_store', 'store', 'point_of_interest', 'establishment']",48.8650617,2.3285465999999997,4.5,1203.0,"224 Rue de Rivoli, 75001 Paris, France",https://www.galignani.fr/,+33 1 42 60 76 07,,,True,"['Monday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:30\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: Closed']"
FNAC Paris - Gare de Lyon,"['department_store', 'cell_phone_store', 'electronics_store', 'book_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",48.844662199999995,2.3748880999999997,3.4,507.0,"Gare De Lyon - Salle Des Fresques, 1 Pl. Louis Armand, 75012 Paris, France",https://www.fnac.com/Paris-Gare-de-Lyon/Fnac-Paris-Gare-de-Lyon/cl229/w-4?utm_source=gmb,+33 825 02 00 20,,,True,"['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u20097:00\u202fPM']"
Book Off Châtelet,"['movie_rental', 'book_store', 'store', 'point_of_interest', 'establishment']",48.858834699999996,2.3498779,4.5,983.0,"9 Rue Saint-Martin, 75004 Paris, France",https://lingonbook.fr/,+33 1 40 29 90 68,,,True,"['Monday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: 12:00\u2009–\u20097:30\u202fPM']"
JUNKUDO Paris,"['book_store', 'store', 'point_of_interest', 'establishment']",48.8654833,2.3336221999999998,4.7,2307.0,"18 Rue des Pyramides, 75001 Paris, France",https://www.junku.fr/,+33 1 42 60 89 12,,,True,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']"
Librairie La Procure,"['book_store', 'store', 'point_of_interest', 'establishment']",48.8501931,2.332404,4.6,1757.0,"3 Rue de Mézières, 75006 Paris, France",https://www.laprocure.com/,+33 1 45 48 20 25,,,True,"['Monday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:30\u202fPM', 'Sunday: Closed']"
The Abbey Bookshop,"['book_store', 'store', 'point_of_interest', 'establishment']",48.8517824,2.3445377,4.7,1071.0,"29 Rue de la Parcheminerie, 75005 Paris, France",https://abbeybookshop.org/,+33 1 46 33 16 24,,,True,"['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 1:00\u2009–\u20097:00\u202fPM']"
FNAC Paris - Gare Châtelet,"['department_store', 'cell_phone_store', 'electronics_store', 'book_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",48.861129299999995,2.3475642999999997,4.0,484.0,"Gare RER A, 75001 Paris, France",https://www.fnac.com/Paris-Gare-Chatelet/Fnac-Paris-Gare-Chatelet/cl503/w-4?utm_source=gmb,,,,True,"['Monday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: Closed']"
Henri Cartier Bresson Foundation,"['book_store', 'museum', 'store', 'point_of_interest', 'establishment']",48.863020600000006,2.3602071,4.2,832.0,"79 Rue des Archives, 75003 Paris, France",http://www.henricartierbresson.org/,+33 1 40 61 50 50,,,True,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20097:00\u202fPM']"
Nature & Découvertes,"['gift_shop', 'book_store', 'grocery_store', 'home_goods_store', 'food_store', 'store', 'health', 'food', 'point_of_interest', 'establishment']",48.8582914,2.356238,4.5,1959.0,"20 bis Rue Sainte-Croix de la Bretonnerie, 75004 Paris, France",https://www.natureetdecouvertes.com/magasins/paris/marais?utm_source=G&utm_medium=local&utm_campaign=google-local,+33 1 42 96 36 91,,,True,"['Monday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']"
Galerie Vivienne,"['shopping_mall', 'historical_landmark', 'tourist_attraction', 'art_gallery', 'book_store', 'home_goods_store', 'historical_place', 'clothing_store', 'store', 'restaurant', 'food', 'point_of_interest', 'establishment']",48.8663533,2.3394854,4.5,5563.0,"4 Rue des Petits Champs, 75002 Paris, France",http://www.galerie-vivienne.com/,,,Covered mall built in 1823 to plans by architect François-Jean Delanno & now housing luxury shops.,True,"['Monday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20098:00\u202fPM']"
59 Rivoli,"['cultural_center', 'tourist_attraction', 'art_gallery', 'point_of_interest', 'establishment']",48.859218399999996,2.3456696,4.7,6793.0,"59 Rue de Rivoli, 75001 Paris, France",http://www.59rivoli.org/,,,"Art collective in a former squat, with 30 artists' studios, an exhibition space & a concert venue.",True,"['Monday: Closed', 'Tuesday: 1:00\u2009–\u20098:00\u202fPM', 'Wednesday: 1:00\u2009–\u20098:00\u202fPM', 'Thursday: 1:00\u2009–\u20098:00\u202fPM', 'Friday: 1:00\u2009–\u20098:00\u202fPM', 'Saturday: 1:00\u2009–\u20098:00\u202fPM', 'Sunday: 1:00\u2009–\u20098:00\u202fPM']"
La Gaîté Lyrique,"['cultural_center', 'brunch_restaurant', 'coffee_shop', 'cafe', 'concert_hall', 'auditorium', 'art_gallery', 'museum', 'food_store', 'store', 'restaurant', 'food', 'performing_arts_theater', 'event_venue', 'point_of_interest', 'establishment']",48.8666967,2.353563,4.5,2551.0,"3 bis Rue Papin, 75003 Paris, France",http://www.gaite-lyrique.net/,+33 1 84 74 49 00,,Modern performance venue with a stately 19th-century façade & many events & workshops.,,[]
Climbing District Bastille,"['yoga_studio', 'fitness_center', 'sports_coaching', 'art_gallery', 'bar', 'sports_complex', 'gym', 'sports_activity_location', 'school', 'health', 'point_of_interest', 'establishment']",48.8477877,2.3705892,4.9,1194.0,"37 Av. Ledru Rollin, 75012 Paris, France",https://www.climbingdistrict.com/,+33 7 68 56 19 24,,,True,"['Monday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200911:00\u202fPM']"
